match_id,match_date,is_home,competition_season_key,competition_statsbomb_id,competition_season,def_rolling_component,style_def_component,concession_bias_logit,concession_bias_multiplier
355,2015-08-08,True,2-2015/2016,2,2015/2016,0.0,0.0,0.0,1.0
409,2015-08-15,False,2-2015/2016,2,2015/2016,0.4664781154319555,-0.06552642382205376,0.28027652669305225,1.3234957436414763
414,2015-08-22,True,2-2015/2016,2,2015/2016,0.37559876197429176,-0.13105284764410752,0.19827069860785201,1.2192924099101068
272,2015-08-29,False,2-2015/2016,2,2015/2016,-0.04024480967331856,-0.027376343978688156,-0.03574084668019792,0.9648903156132274
298,2015-09-13,True,2-2015/2016,2,2015/2016,0.07615007258835785,0.20920686481596684,0.12271994986802098,1.1305677609585554
252,2015-09-19,False,2-2015/2016,2,2015/2016,0.211968364286763,0.08242390533441668,0.1666278036534418,1.18131450253241
314,2015-09-26,True,2-2015/2016,2,2015/2016,0.40241698855777974,0.15643037203946042,0.316321672776368,1.3720715427097359
376,2015-10-03,False,2-2015/2016,2,2015/2016,0.40943271244015905,-0.26210569528821503,0.17439426973522815,1.1905248612216128
390,2015-10-17,False,2-2015/2016,2,2015/2016,0.3680032857126583,0.20920686481596684,0.31242453839881623,1.366734801285796
366,2015-10-24,True,2-2015/2016,2,2015/2016,0.34572186866864923,-0.14362447512013432,0.174450648342575,1.190591983247406
271,2015-10-31,False,2-2015/2016,2,2015/2016,0.18561876842776562,-0.26210569528821503,0.028915206127172396,1.0293373092776585
400,2015-11-07,True,2-2015/2016,2,2015/2016,0.18919982385947512,0.08242390533441668,0.15182825237570466,1.1639603118459838
332,2015-11-21,False,2-2015/2016,2,2015/2016,-0.17719143053479783,0.20920686481596684,-0.04195202716203021,0.9589157813804879
326,2015-11-28,True,2-2015/2016,2,2015/2016,-0.24962065682316448,0.08242390533441668,-0.1334050600680111,0.8751105479697043
291,2015-12-05,False,2-2015/2016,2,2015/2016,-0.29279997166317157,-0.03650179197158421,-0.20309560877111602,0.8162002017967545
391,2015-12-14,True,2-2015/2016,2,2015/2016,-0.6466976418268287,-0.03650179197158421,-0.43312909437749314,0.6484767716960338
331,2015-12-19,False,2-2015/2016,2,2015/2016,-0.7104442151578899,-0.03650179197158421,-0.47456436704268296,0.622156029109301
394,2015-12-26,False,2-2015/2016,2,2015/2016,-0.49920648120137784,0.15643037203946042,-0.26973358256708446,0.7635828990361506
239,2015-12-29,True,2-2015/2016,2,2015/2016,-0.42553849119818804,-0.26210569528821503,-0.3683370126296975,0.6918839687573296
231,2016-01-02,True,2-2015/2016,2,2015/2016,-0.6979549485580865,0.15643037203946042,-0.39892008634894505,0.6710443248128096
420,2016-01-13,False,2-2015/2016,2,2015/2016,-1.0376338117275292,-0.26210569528821503,-0.7661989709737693,0.46477634343040125
550,2016-01-16,False,2-2015/2016,2,2015/2016,-2.8809234948670395,-0.03650179197158421,-1.8853758988536302,0.1517719977854185
598,2016-01-23,True,2-2015/2016,2,2015/2016,-1.1670247744231446,0.20920686481596684,-0.6853437006894556,0.5039170031860927
562,2016-02-02,True,2-2015/2016,2,2015/2016,-1.1939939732821379,-0.03650179197158421,-0.788871709823444,0.454357152896231
569,2016-02-06,False,2-2015/2016,2,2015/2016,-0.9522661278933159,-0.26210569528821503,-0.7107099764815306,0.4912952655248781
555,2016-02-14,False,2-2015/2016,2,2015/2016,-0.8096758111865984,-0.14362447512013432,-0.576557843563336,0.5618289451022263
241,2016-02-27,True,2-2015/2016,2,2015/2016,-0.5472548407396841,0.15643037203946042,-0.3009650162669835,0.7401036638828026
541,2016-03-01,True,2-2015/2016,2,2015/2016,-0.5958896217317239,0.15643037203946042,-0.3325776239118094,0.7170730046919012
568,2016-03-05,False,2-2015/2016,2,2015/2016,-0.24991913008150327,0.15643037203946042,-0.107696804339166,0.8978997944852668
439,2016-03-14,True,2-2015/2016,2,2015/2016,-0.32651696797780233,0.15643037203946042,-0.1574853989717604,0.8542892870194215
516,2016-03-19,False,2-2015/2016,2,2015/2016,-0.4795577297986468,0.15643037203946042,-0.2569618941553093,0.7733976841759854
429,2016-04-03,True,2-2015/2016,2,2015/2016,-2.638859126824349,-0.26210569528821503,-1.806995425786702,0.16414658723350894
501,2016-04-10,False,2-2015/2016,2,2015/2016,-2.5706934391799634,-0.03650179197158421,-1.683726362657031,0.1856807713829674
538,2016-04-17,True,2-2015/2016,2,2015/2016,-3.0,0.15643037203946042,-1.895249369786189,0.15028085486873569
539,2016-04-24,True,2-2015/2016,2,2015/2016,-1.023471021635708,0.15643037203946042,-0.6105055338493991,0.5430762562369731
509,2016-05-01,False,2-2015/2016,2,2015/2016,-0.9589292790122239,-0.03650179197158421,-0.636079658548,0.5293636476895767
455,2016-05-07,True,2-2015/2016,2,2015/2016,-0.7524626646032472,0.15643037203946042,-0.4343501017782995,0.6476854599555988
540,2016-05-15,False,2-2015/2016,2,2015/2016,-0.6120872370535202,-0.03650179197158421,-0.4106323312748426,0.6632307359775408
609,2015-08-08,True,2-2015/2016,2,2015/2016,0.0,0.0,0.0,1.0
606,2015-08-17,False,2-2015/2016,2,2015/2016,0.48420176954383665,-0.009125447992896052,0.3115372434059802,1.3655226421909552
405,2015-08-22,False,2-2015/2016,2,2015/2016,-0.23774671929520036,0.04121195266720834,-0.14011118410835732,0.8692615819518231
272,2015-08-29,True,2-2015/2016,2,2015/2016,0.18243547153227624,0.06181792900081251,0.14021933164626393,1.150526117972957
378,2015-09-12,False,2-2015/2016,2,2015/2016,0.13538772063943316,0.15643037203946042,0.1427526486294427,1.1534444603095582
